Itemid,Judgement
001-201353,no-violation
001-200728,no-violation
001-101853,no-violation
001-101958,no-violation
001-57619,no-violation
001-70528,no-violation
001-164959,no-violation
001-107203,no-violation
001-76179,no-violation
001-67192,no-violation
001-146392,no-violation
001-58560,no-violation
001-60596,no-violation
001-100038,no-violation
001-108031,no-violation
001-90788,no-violation
001-59535,no-violation
001-59521,no-violation
001-59451,no-violation
001-61944,no-violation
001-61931,no-violation
001-145711,no-violation
001-58171,no-violation
001-72878,no-violation
001-57446,no-violation
001-78986,no-violation
001-69629,no-violation
001-69754,no-violation
001-69352,no-violation
001-57608,no-violation
001-177341,no-violation
001-177355,no-violation
001-61080,no-violation
001-147286,no-violation
001-104098,no-violation
001-104359,no-violation
001-57527,no-violation
001-58576,no-violation
001-58783,no-violation
001-70662,no-violation
001-70445,no-violation
001-195531,no-violation
001-60310,no-violation
001-202705,no-violation
001-104886,no-violation
001-88022,no-violation
001-57819,no-violation
001-57804,no-violation
001-80127,no-violation
001-85436,no-violation
001-139903,no-violation
001-61795,no-violation
001-58086,no-violation
