Itemid,Judgement
001-75974,violation
001-75976,violation
001-75980,violation
001-76015,violation
001-75898,violation
001-75698,violation
001-75823,violation
001-75827,violation
001-75831,violation
001-75834,violation
001-75842,violation
001-75845,violation
001-75837,violation
001-75715,violation
001-75722,violation
001-75725,violation
001-75727,violation
001-75527,violation
001-75692,violation
001-75712,violation
001-75694,violation
001-75327,violation
001-73196,violation
001-75480,violation
001-75558,violation
001-75562,violation
001-75565,violation
001-75571,violation
001-75573,violation
001-75575,violation
001-75577,violation
001-75579,violation
001-75581,violation
001-75583,violation
001-75585,violation
001-75601,violation
001-75604,violation
001-75606,violation
001-75608,violation
001-75610,violation
001-75612,violation
001-75614,violation
001-75618,violation
001-75620,violation
001-75627,violation
001-75631,violation
001-75637,violation
001-75640,violation
001-75642,violation
001-75644,violation
001-75629,violation
001-67085,violation
001-67089,violation
001-67087,violation
001-66790,violation
001-66792,violation
001-66796,violation
001-66929,violation
001-66931,violation
001-66817,violation
001-66819,violation
001-66824,violation
001-66831,violation
001-66835,violation
001-66837,violation
001-66839,violation
001-66841,violation
001-66646,violation
001-66782,violation
001-66732,violation
001-66734,violation
001-66736,violation
001-66720,violation
001-66743,violation
001-66745,violation
001-66747,violation
001-66729,violation
001-66687,violation
001-66699,violation
001-66684,violation
001-66648,violation
001-66640,violation
001-66652,violation
001-66650,violation
001-58911,violation
001-58913,violation
001-58908,violation
001-58300,violation
001-58301,violation
001-138882,violation
001-138595,violation
001-138915,violation
001-138918,violation
001-138921,violation
001-138588,violation
001-138886,violation
001-138887,violation
001-138894,violation
001-138558,violation
001-138948,violation
001-138594,violation
001-138596,violation
001-138598,violation
001-138599,violation
001-138602,violation
001-138575,violation
001-138576,violation
001-138571,violation
001-138555,violation
001-138561,violation
001-138564,violation
001-138569,violation
001-138570,violation
001-152873,violation
001-152875,violation
001-152780,violation
001-152778,violation
001-152781,violation
001-167800,violation
001-167803,violation
001-167485,violation
001-167555,violation
001-167558,violation
001-167563,violation
001-167564,violation
001-167565,violation
001-167566,violation
001-168074,violation
001-168075,violation
001-167491,violation
001-167493,violation
001-167494,violation
001-167087,violation
001-167114,violation
001-167119,violation
001-167088,violation
001-167093,violation
001-167096,violation
001-167098,violation
001-166951,violation
001-180274,violation
001-180275,violation
001-180277,violation
001-180278,violation
001-180281,violation
001-180290,violation
001-180291,violation
001-179867,violation
001-179845,violation
001-179847,violation
001-179849,violation
001-179852,violation
001-179854,violation
001-179856,violation
001-179857,violation
001-179860,violation
001-179861,violation
001-179862,violation
001-179865,violation
001-179866,violation
001-180152,violation
001-179874,violation
001-179878,violation
001-179818,violation
001-59449,violation
001-59480,violation
001-59481,violation
001-59483,violation
001-61322,violation
001-61323,violation
001-61324,violation
001-61325,violation
001-61313,violation
001-61289,violation
001-61290,violation
001-61277,violation
001-61261,violation
001-61262,violation
001-61231,violation
001-107886,violation
001-107947,violation
001-107951,violation
001-108117,violation
001-108201,violation
001-108205,violation
001-108209,violation
001-108211,violation
001-108213,violation
001-108216,violation
001-108218,violation
001-108243,violation
001-108246,violation
001-108248,violation
001-108250,violation
001-107701,violation
001-108007,violation
001-107945,violation
001-107697,violation
001-107699,violation
001-107739,violation
001-107741,violation
001-107755,violation
001-107561,violation
001-107688,violation
001-107727,violation
001-107735,violation
001-107539,violation
001-107548,violation
001-107508,violation
001-107550,violation
001-100040,violation
001-99854,violation
001-99863,violation
001-99880,violation
001-100018,violation
001-100022,violation
001-99885,violation
001-100095,violation
001-100139,violation
001-100148,violation
001-100150,violation
001-100152,violation
001-99846,violation
001-99848,violation
001-99856,violation
001-99859,violation
001-99861,violation
001-99867,violation
001-99919,violation
001-99923,violation
001-99929,violation
001-99821,violation
001-99778,violation
001-99819,violation
001-99775,violation
001-99792,violation
001-99789,violation
001-99769,violation
001-99834,violation
001-99730,violation
001-99610,violation
001-99719,violation
001-193246,violation
001-193257,violation
001-193258,violation
001-193259,violation
001-193264,violation
001-193076,violation
001-192980,violation
001-192996,violation
001-91574,violation
001-91534,violation
001-91536,violation
001-91552,violation
001-91556,violation
001-91588,violation
001-91554,violation
001-91401,violation
001-91424,violation
001-91290,violation
001-91442,violation
001-91477,violation
001-91497,violation
001-91144,violation
001-91300,violation
001-91360,violation
001-91368,violation
001-91376,violation
001-91391,violation
001-91393,violation
001-91397,violation
001-91351,violation
001-91353,violation
001-91355,violation
001-91292,violation
001-91130,violation
001-91321,violation
001-91325,violation
001-83421,violation
001-83590,violation
001-83592,violation
001-83594,violation
001-83597,violation
001-83599,violation
001-83601,violation
001-83603,violation
001-83610,violation
001-83613,violation
001-83615,violation
001-83617,violation
001-83625,violation
001-83627,violation
001-83632,violation
001-83541,violation
001-83445,violation
001-83447,violation
001-83452,violation
001-83454,violation
001-83468,violation
001-83474,violation
001-83476,violation
001-83450,violation
001-83458,violation
001-83273,violation
001-83417,violation
001-83425,violation
001-83434,violation
001-83411,violation
001-83331,violation
001-83390,violation
001-83392,violation
001-83394,violation
001-83396,violation
001-83398,violation
001-83400,violation
001-83402,violation
001-83131,violation
001-83043,violation
001-83271,violation
001-83290,violation
001-83312,violation
001-83288,violation
001-83282,violation
001-58989,violation
001-58954,violation
001-58876,violation
001-58916,violation
001-58917,violation
001-58902,violation
001-58827,violation
001-60925,violation
001-60926,violation
001-60919,violation
001-60889,violation
001-60886,violation
001-60883,violation
001-160259,violation
001-160309,violation
001-160264,violation
001-160258,violation
001-160093,violation
001-160091,violation
001-160090,violation
001-159924,violation
001-159926,violation
001-159909,violation
001-173491,violation
001-173492,violation
001-173494,violation
001-173495,violation
001-173496,violation
001-173500,violation
001-173470,violation
001-173471,violation
001-173474,violation
001-173478,violation
001-173466,violation
001-173366,violation
001-173261,violation
001-173373,violation
001-173390,violation
001-173248,violation
001-173262,violation
001-118393,violation
001-118334,violation
001-118045,violation
001-118384,violation
001-118390,violation
001-118383,violation
001-118388,violation
001-117879,violation
001-117876,violation
001-117877,violation
001-117878,violation
001-118479,violation
001-118480,violation
001-118482,violation
001-117616,violation
001-145351,violation
001-145352,violation
001-145353,violation
001-145357,violation
001-145365,violation
001-145212,violation
001-145219,violation
001-145349,violation
001-145346,violation
001-145228,violation
001-145223,violation
001-145218,violation
001-145231,violation
001-145000,violation
001-145009,violation
001-145007,violation
001-145008,violation
001-57936,violation
001-57944,violation
001-57945,violation
001-57948,violation
001-58193,violation
001-58169,violation
001-58149,violation
001-58174,violation
001-58274,violation
001-58279,violation
001-58457,violation
001-58272,violation
001-58277,violation
001-58280,violation
001-58281,violation
001-58298,violation
001-58409,violation
001-58410,violation
001-58074,violation
001-58073,violation
001-150784,violation
001-150787,violation
001-150653,violation
001-150673,violation
001-150643,violation
001-150642,violation
001-150638,violation
001-127808,violation
001-127815,violation
001-127817,violation
001-127400,violation
001-127407,violation
001-127408,violation
001-127615,violation
001-127617,violation
001-127618,violation
001-127105,violation
001-127410,violation
001-127124,violation
001-127217,violation
001-127219,violation
001-127108,violation
001-126915,violation
001-127215,violation
001-127228,violation
001-127232,violation
001-126909,violation
001-127110,violation
001-127116,violation
001-127120,violation
001-127121,violation
001-127123,violation
001-127125,violation
001-126972,violation
001-126974,violation
001-126979,violation
001-126977,violation
001-126975,violation
001-67897,violation
001-67226,violation
001-67875,violation
001-67756,violation
001-67768,violation
001-67760,violation
001-67762,violation
001-67401,violation
001-67354,violation
001-67713,violation
001-67424,violation
001-67427,violation
001-67344,violation
001-67649,violation
001-67506,violation
001-67578,violation
001-67582,violation
001-67466,violation
001-67357,violation
001-76307,violation
001-76756,violation
001-76758,violation
001-76760,violation
001-76764,violation
001-76682,violation
001-76491,violation
001-76497,violation
001-76699,violation
001-76705,violation
001-76710,violation
001-76712,violation
001-76716,violation
001-76721,violation
001-76723,violation
001-76725,violation
001-76727,violation
001-76728,violation
001-76729,violation
001-76730,violation
001-76731,violation
001-76687,violation
001-76694,violation
001-76636,violation
001-76641,violation
001-76457,violation
001-76505,violation
001-76545,violation
001-76547,violation
001-76548,violation
001-76467,violation
001-75689,violation
001-76499,violation
001-76501,violation
001-76487,violation
001-76321,violation
001-76343,violation
001-84379,violation
001-84365,violation
001-84371,violation
001-84322,violation
001-84281,violation
001-84262,violation
001-84266,violation
001-84291,violation
001-84274,violation
001-92385,violation
001-92215,violation
001-92231,violation
001-92268,violation
001-92357,violation
001-92361,violation
001-92105,violation
001-92217,violation
001-92219,violation
001-92221,violation
001-92223,violation
001-92225,violation
001-92227,violation
001-92090,violation
001-92159,violation
001-92161,violation
001-92163,violation
001-92165,violation
001-92169,violation
001-91995,violation
001-92102,violation
001-92109,violation
001-91932,violation
001-92085,violation
001-92087,violation
001-92026,violation
001-91802,violation
001-91885,violation
001-91927,violation
001-91929,violation
001-91934,violation
001-91972,violation
001-91976,violation
001-91788,violation
001-91889,violation
001-91899,violation
001-91903,violation
001-91887,violation
001-194312,violation
001-194315,violation
001-194322,violation
001-194309,violation
001-194188,violation
001-194184,violation
001-194239,violation
001-194242,violation
001-194237,violation
001-193993,violation
001-193995,violation
001-193996,violation
001-194001,violation
001-194003,violation
001-194004,violation
001-194005,violation
001-194009,violation
001-193998,violation
001-193999,violation
001-194061,violation
001-98923,violation
001-98926,violation
001-98755,violation
001-98911,violation
001-98921,violation
001-98928,violation
001-98932,violation
001-98907,violation
001-98550,violation
001-98603,violation
001-98664,violation
001-98531,violation
001-98537,violation
001-98541,violation
001-98666,violation
001-98778,violation
001-98782,violation
001-98788,violation
001-98796,violation
001-98818,violation
001-98821,violation
001-98660,violation
001-98502,violation
001-98500,violation
001-98504,violation
001-98506,violation
001-98508,violation
001-98511,violation
001-98513,violation
001-98515,violation
001-98533,violation
001-98543,violation
001-107165,violation
001-107198,violation
001-107160,violation
001-107162,violation
001-107172,violation
001-107016,violation
001-107088,violation
001-107001,violation
001-107034,violation
001-107040,violation
001-107045,violation
001-106789,violation
001-179227,violation
001-179229,violation
001-179210,violation
001-179217,violation
001-178860,violation
001-178861,violation
001-178862,violation
001-178863,violation
001-178864,violation
001-178865,violation
001-178875,violation
001-178872,violation
001-178868,violation
001-178867,violation
001-178874,violation
001-178866,violation
001-178873,violation
001-178871,violation
001-178942,violation
001-178943,violation
001-178941,violation
001-178944,violation
001-178945,violation
001-178949,violation
001-178950,violation
001-178951,violation
001-178953,violation
001-178956,violation
001-178957,violation
001-178699,violation
001-178745,violation
001-178746,violation
001-166678,violation
001-166488,violation
001-163331,violation
001-165755,violation
001-165757,violation
001-165952,violation
001-61333,violation
001-61555,violation
001-61556,violation
001-61540,violation
001-61541,violation
001-61542,violation
001-61546,violation
001-61423,violation
001-61527,violation
001-61532,violation
001-61535,violation
001-61536,violation
001-61490,violation
001-61493,violation
001-61495,violation
001-61501,violation
001-61502,violation
001-61503,violation
001-61504,violation
001-61509,violation
001-61381,violation
001-61481,violation
001-61484,violation
001-61443,violation
001-61469,violation
001-61452,violation
001-61453,violation
001-61344,violation
001-61440,violation
001-59676,violation
001-59678,violation
001-59590,violation
001-59616,violation
001-59604,violation
001-59594,violation
001-59603,violation
001-60735,violation
001-60736,violation
001-60748,violation
001-60676,violation
001-60739,violation
001-60720,violation
001-60722,violation
001-60751,violation
001-60752,violation
001-60753,violation
001-60754,violation
001-60755,violation
001-60756,violation
001-60757,violation
001-60758,violation
001-60759,violation
001-60760,violation
001-60762,violation
001-60763,violation
001-60747,violation
001-60644,violation
001-60714,violation
001-60715,violation
001-60717,violation
001-60718,violation
001-58736,violation
001-58737,violation
001-59024,violation
001-58586,violation
001-58753,violation
001-58837,violation
001-59076,violation
001-59077,violation
001-58750,violation
001-174645,violation
001-174615,violation
001-174623,violation
001-174626,violation
001-174613,violation
001-174628,violation
001-174621,violation
001-174814,violation
001-174436,violation
001-174437,violation
001-174440,violation
001-174410,violation
001-174414,violation
001-174418,violation
001-174470,violation
001-174379,violation
001-174385,violation
001-174387,violation
001-174389,violation
001-174390,violation
001-174393,violation
001-174388,violation
001-174399,violation
001-174386,violation
001-174400,violation
001-161518,violation
001-161519,violation
001-161407,violation
001-161411,violation
001-161377,violation
001-161410,violation
001-161372,violation
001-161371,violation
001-161375,violation
001-161378,violation
001-161381,violation
001-161369,violation
001-161368,violation
001-161327,violation
001-160998,violation
001-160993,violation
001-160994,violation
001-160995,violation
001-120067,violation
001-119970,violation
001-119973,violation
001-119972,violation
001-120706,violation
001-119964,violation
001-119967,violation
001-119465,violation
001-119671,violation
001-119677,violation
001-58159,violation
001-58160,violation
001-58156,violation
001-58157,violation
001-58155,violation
001-58164,violation
001-58165,violation
001-58163,violation
001-58158,violation
001-58145,violation
001-58147,violation
001-57941,violation
001-57784,violation
001-57801,violation
001-57799,violation
001-97930,violation
001-97815,violation
001-97860,violation
001-97866,violation
001-97882,violation
001-97668,violation
001-97858,violation
001-97871,violation
001-97908,violation
001-97813,violation
001-97840,violation
001-97854,violation
001-97910,violation
001-97633,violation
001-97623,violation
001-97559,violation
001-97563,violation
001-97570,violation
001-97576,violation
001-90127,violation
001-90129,violation
001-90135,violation
001-90137,violation
001-90139,violation
001-90141,violation
001-90144,violation
001-90146,violation
001-90148,violation
001-90167,violation
001-90173,violation
001-90177,violation
001-90171,violation
001-89862,violation
001-89849,violation
001-89851,violation
001-89858,violation
001-89896,violation
001-89898,violation
001-89901,violation
001-89905,violation
001-89907,violation
001-89909,violation
001-89915,violation
001-90018,violation
001-90020,violation
001-90040,violation
001-89943,violation
001-89959,violation
001-89971,violation
001-89973,violation
001-89979,violation
001-89981,violation
001-89988,violation
001-89991,violation
001-89875,violation
001-89881,violation
001-89883,violation
001-89885,violation
001-89873,violation
001-89821,violation
001-89829,violation
001-114781,violation
001-115003,violation
001-114666,violation
001-114662,violation
001-114752,violation
001-114451,violation
001-114454,violation
001-114455,violation
001-114457,violation
001-114458,violation
001-114512,violation
001-114513,violation
001-204665,violation
001-204692,violation
001-204660,violation
001-204691,violation
001-204727,violation
001-204717,violation
001-204725,violation
001-204582,violation
001-204193,violation
001-203932,violation
001-203982,violation
001-106286,violation
001-106240,violation
001-106456,violation
001-106165,violation
001-106169,violation
001-106392,violation
001-106451,violation
001-106192,violation
001-106197,violation
001-106204,violation
001-106214,violation
001-106184,violation
001-106186,violation
001-106190,violation
001-106194,violation
001-106196,violation
001-106188,violation
001-106274,violation
001-106276,violation
001-106152,violation
001-157538,violation
001-157537,violation
001-157521,violation
001-157528,violation
001-157527,violation
001-157517,violation
001-157518,violation
001-157520,violation
001-157394,violation
001-157395,violation
001-157396,violation
001-157397,violation
001-170451,violation
001-170362,violation
001-170342,violation
001-170134,violation
001-170137,violation
001-170149,violation
001-170143,violation
001-170055,violation
001-170045,violation
001-170060,violation
001-170279,violation
001-170280,violation
001-170281,violation
001-170282,violation
001-170283,violation
001-170284,violation
001-57881,violation
001-58024,violation
001-58199,violation
001-189155,violation
001-189159,violation
001-188992,violation
001-188989,violation
001-188383,violation
001-188397,violation
001-188398,violation
001-188393,violation
001-188395,violation
001-188361,violation
001-188369,violation
001-188370,violation
001-188373,violation
001-188374,violation
001-188375,violation
001-188378,violation
001-188386,violation
001-82205,violation
001-82207,violation
001-82211,violation
001-82215,violation
001-82217,violation
001-82219,violation
001-82221,violation
001-82223,violation
001-81917,violation
001-72354,violation
001-72633,violation
001-72586,violation
001-72592,violation
001-72584,violation
001-72698,violation
001-72702,violation
001-72706,violation
001-72712,violation
001-72710,violation
001-72713,violation
001-72714,violation
001-72715,violation
001-72716,violation
001-72717,violation
001-72660,violation
001-72638,violation
001-72640,violation
001-72578,violation
001-72580,violation
001-72582,violation
001-79579,violation
001-79581,violation
001-79585,violation
001-79432,violation
001-79472,violation
001-79446,violation
001-79394,violation
001-79562,violation
001-79593,violation
001-79597,violation
001-79505,violation
001-79507,violation
001-79375,violation
001-79352,violation
001-79415,violation
001-79421,violation
001-79427,violation
001-79429,violation
001-79434,violation
001-79436,violation
001-79440,violation
001-79442,violation
001-79448,violation
001-79450,violation
001-79464,violation
001-79474,violation
001-79476,violation
001-79478,violation
001-79480,violation
001-79482,violation
001-79413,violation
001-79396,violation
001-79398,violation
001-79400,violation
001-79265,violation
001-79381,violation
001-79383,violation
001-79387,violation
001-79141,violation
001-79334,violation
001-79346,violation
001-79044,violation
001-79047,violation
001-79053,violation
001-79288,violation
001-79293,violation
001-79299,violation
001-79303,violation
001-79306,violation
001-79314,violation
001-79316,violation
001-79318,violation
001-79320,violation
001-79322,violation
001-79324,violation
001-79326,violation
001-79329,violation
001-78623,violation
001-78943,violation
001-79273,violation
001-70241,violation
001-70243,violation
001-70245,violation
001-70247,violation
001-70168,violation
001-70170,violation
001-70179,violation
001-70181,violation
001-70183,violation
001-70186,violation
001-70187,violation
001-70189,violation
001-70193,violation
001-70116,violation
001-70122,violation
001-70134,violation
001-70043,violation
001-70104,violation
001-70092,violation
001-70098,violation
001-183536,violation
001-183542,violation
001-183535,violation
001-183376,violation
001-183337,violation
001-183369,violation
001-183383,violation
001-183685,violation
001-183206,violation
001-95052,violation
001-95054,violation
001-95056,violation
001-95057,violation
001-95061,violation
001-95063,violation
001-95065,violation
001-95067,violation
001-95071,violation
001-95073,violation
001-95075,violation
001-95077,violation
001-95079,violation
001-95083,violation
001-95089,violation
001-94953,violation
001-94955,violation
001-94957,violation
001-94959,violation
001-94961,violation
001-94963,violation
001-94965,violation
001-94969,violation
001-94971,violation
001-94975,violation
001-94977,violation
001-94981,violation
001-94983,violation
001-94987,violation
001-94135,violation
001-94752,violation
001-94852,violation
001-94867,violation
001-94881,violation
001-94871,violation
001-94293,violation
001-94634,violation
001-94636,violation
001-94638,violation
001-94640,violation
001-94642,violation
001-94729,violation
001-94731,violation
001-94733,violation
001-94737,violation
001-94741,violation
001-94744,violation
001-94746,violation
001-94748,violation
001-94750,violation
001-87209,violation
001-87215,violation
001-87219,violation
001-87225,violation
001-87114,violation
001-87187,violation
001-87189,violation
001-87234,violation
001-87242,violation
001-87244,violation
001-87252,violation
001-87140,violation
001-86877,violation
001-87056,violation
001-87076,violation
001-87078,violation
001-87094,violation
001-87096,violation
001-87108,violation
001-87112,violation
001-87116,violation
001-86871,violation
001-86982,violation
001-86986,violation
001-87005,violation
001-86881,violation
001-86885,violation
001-86889,violation
001-86891,violation
001-86893,violation
001-86895,violation
001-86897,violation
001-86899,violation
001-86901,violation
001-86903,violation
001-86905,violation
001-86941,violation
001-86947,violation
001-86949,violation
001-86953,violation
001-87280,violation
001-86853,violation
001-86859,violation
001-86867,violation
001-110888,violation
001-110906,violation
001-110910,violation
001-110718,violation
001-110709,violation
001-110810,violation
001-110817,violation
001-110445,violation
001-110683,violation
001-110707,violation
001-110702,violation
001-110704,violation
001-110699,violation
001-110706,violation
001-110483,violation
001-102850,violation
001-102874,violation
001-102884,violation
001-102888,violation
001-102681,violation
001-102785,violation
001-102794,violation
001-102801,violation
001-102816,violation
001-102828,violation
001-102766,violation
001-102774,violation
001-102760,violation
001-102757,violation
001-102642,violation
001-102645,violation
001-102648,violation
001-102653,violation
001-102656,violation
001-102698,violation
001-102700,violation
001-102704,violation
001-102381,violation
001-102342,violation
001-102363,violation
001-102371,violation
001-102395,violation
001-102405,violation
001-102429,violation
001-102447,violation
001-102302,violation
001-102288,violation
001-202215,violation
001-202222,violation
001-202116,violation
001-202117,violation
001-201883,violation
001-201884,violation
001-201888,violation
001-201894,violation
001-201900,violation
001-201889,violation
001-201891,violation
001-201738,violation
001-201641,violation
001-201642,violation
001-201644,violation
001-201524,violation
001-201528,violation
001-201529,violation
001-201531,violation
001-201525,violation
001-57429,violation
001-189589,violation
001-189623,violation
001-189419,violation
001-189420,violation
001-189412,violation
001-189416,violation
001-189083,violation
001-189085,violation
001-189086,violation
001-189087,violation
001-189088,violation
001-189089,violation
001-189090,violation
001-189091,violation
001-189092,violation
001-189093,violation
001-189094,violation
001-189097,violation
001-72588,violation
001-72594,violation
001-72475,violation
001-72481,violation
001-72477,violation
001-71983,violation
001-72352,violation
001-72348,violation
001-72350,violation
001-72246,violation
001-72365,violation
001-72289,violation
001-72295,violation
001-72257,violation
001-72274,violation
001-72264,violation
001-72197,violation
001-72199,violation
001-72201,violation
001-72203,violation
001-72209,violation
001-72211,violation
001-82040,violation
001-82047,violation
001-82053,violation
001-82055,violation
001-82057,violation
001-82059,violation
001-82061,violation
001-82051,violation
001-81606,violation
001-81783,violation
001-81734,violation
001-81677,violation
001-81680,violation
001-81938,violation
001-81940,violation
001-81944,violation
001-81952,violation
001-81954,violation
001-81958,violation
001-81960,violation
001-81972,violation
001-81936,violation
001-81956,violation
001-81838,violation
001-81819,violation
001-81824,violation
001-81827,violation
001-81831,violation
001-81836,violation
001-81822,violation
001-81432,violation
001-81776,violation
001-81781,violation
001-81789,violation
001-81793,violation
001-81797,violation
001-81682,violation
001-81686,violation
001-81688,violation
001-81693,violation
001-81696,violation
001-81698,violation
001-81328,violation
001-81407,violation
001-81409,violation
001-81476,violation
001-81610,violation
001-81612,violation
001-81614,violation
001-81623,violation
001-81625,violation
001-81629,violation
001-81631,violation
001-81633,violation
001-81635,violation
001-81637,violation
001-81639,violation
001-81645,violation
001-81647,violation
001-81649,violation
001-81651,violation
001-81654,violation
001-58020,violation
001-58023,violation
001-58017,violation
001-58016,violation
001-58015,violation
001-58009,violation
001-57877,violation
001-170026,violation
001-170040,violation
001-169647,violation
001-169651,violation
001-169655,violation
001-169656,violation
001-169657,violation
001-169660,violation
001-169520,violation
001-169466,violation
001-169477,violation
001-169478,violation
001-169214,violation
001-169209,violation
001-169211,violation
001-169215,violation
001-169219,violation
001-157368,violation
001-157399,violation
001-157344,violation
001-157281,violation
001-157342,violation
001-156520,violation
001-57750,violation
001-57753,violation
001-57790,violation
001-57709,violation
001-57720,violation
001-57701,violation
001-89531,violation
001-89533,violation
001-89733,violation
001-89737,violation
001-89632,violation
001-89546,violation
001-89548,violation
001-89552,violation
001-89556,violation
001-89566,violation
001-89568,violation
001-89570,violation
001-89585,violation
001-89388,violation
001-89420,violation
001-89508,violation
001-89579,violation
001-89581,violation
001-89586,violation
001-89646,violation
001-89305,violation
001-89307,violation
001-89301,violation
001-89331,violation
001-89338,violation
001-89413,violation
001-89424,violation
001-89429,violation
001-89444,violation
001-89452,violation
001-89267,violation
001-89269,violation
001-89271,violation
001-89277,violation
001-89281,violation
001-89289,violation
001-89291,violation
001-89321,violation
001-97406,violation
001-97213,violation
001-97483,violation
001-97485,violation
001-97487,violation
001-97489,violation
001-97507,violation
001-97333,violation
001-97346,violation
001-97372,violation
001-97374,violation
001-97389,violation
001-97411,violation
001-97228,violation
001-97350,violation
001-97353,violation
001-97356,violation
001-97359,violation
001-97362,violation
001-97387,violation
001-97390,violation
001-97393,violation
001-97395,violation
001-97397,violation
001-97399,violation
001-97417,violation
001-97419,violation
001-97423,violation
001-97271,violation
001-97230,violation
001-97299,violation
001-97214,violation
001-97219,violation
001-97234,violation
001-97240,violation
001-97246,violation
001-97248,violation
001-97261,violation
001-97267,violation
001-97149,violation
001-97151,violation
001-97153,violation
001-97201,violation
001-107059,violation
001-107077,violation
001-106846,violation
001-106791,violation
001-106636,violation
001-107057,violation
001-107056,violation
001-107049,violation
001-106802,violation
001-106804,violation
001-106840,violation
001-106863,violation
001-106871,violation
001-106561,violation
001-106592,violation
001-106623,violation
001-106460,violation
001-106780,violation
001-106907,violation
001-106419,violation
001-106308,violation
001-106454,violation
001-106413,violation
001-106638,violation
001-106653,violation
001-106672,violation
001-106674,violation
001-106549,violation
001-106596,violation
001-106611,violation
001-106625,violation
001-106629,violation
001-106259,violation
001-205140,violation
001-205141,violation
001-205144,violation
001-205166,violation
001-205128,violation
001-205132,violation
001-205165,violation
001-205223,violation
001-205218,violation
001-205219,violation
001-204990,violation
001-204992,violation
001-205058,violation
001-205061,violation
001-205062,violation
001-205045,violation
001-205056,violation
001-205063,violation
001-205065,violation
001-204811,violation
001-204812,violation
001-204821,violation
001-204813,violation
001-204819,violation
001-204823,violation
001-205231,violation
001-204824,violation
001-204825,violation
001-204835,violation
001-204834,violation
001-204837,violation
001-204848,violation
001-204852,violation
001-204845,violation
001-204846,violation
001-204847,violation
001-115713,violation
001-115733,violation
001-115734,violation
001-115208,violation
001-115304,violation
001-115382,violation
001-115393,violation
001-115397,violation
001-115400,violation
001-115402,violation
001-115399,violation
001-115379,violation
001-115380,violation
001-115394,violation
001-115381,violation
001-115210,violation
001-115176,violation
001-115209,violation
001-114778,violation
001-114782,violation
001-87554,violation
001-87556,violation
001-87560,violation
001-87562,violation
001-87570,violation
001-87574,violation
001-87577,violation
001-87579,violation
001-87581,violation
001-87739,violation
001-87741,violation
001-87743,violation
001-87745,violation
001-87356,violation
001-87412,violation
001-87464,violation
001-87466,violation
001-87507,violation
001-87606,violation
001-87608,violation
001-87624,violation
001-87626,violation
001-87628,violation
001-87630,violation
001-87428,violation
001-87408,violation
001-87414,violation
001-87418,violation
001-87213,violation
001-87223,violation
001-87229,violation
001-87311,violation
001-87323,violation
001-87340,violation
001-87342,violation
001-87346,violation
001-87313,violation
001-95556,violation
001-95558,violation
001-95560,violation
001-95575,violation
001-95580,violation
001-95582,violation
001-95585,violation
001-95592,violation
001-95447,violation
001-95032,violation
001-95281,violation
001-95283,violation
001-95286,violation
001-95288,violation
001-95290,violation
001-95362,violation
001-95366,violation
001-95376,violation
001-95378,violation
001-95380,violation
001-95382,violation
001-95015,violation
001-95333,violation
001-95345,violation
001-95349,violation
001-95353,violation
001-95355,violation
001-95351,violation
001-95091,violation
001-95039,violation
001-95099,violation
001-95181,violation
001-95183,violation
001-95185,violation
001-95191,violation
001-95193,violation
001-95195,violation
001-95197,violation
001-95199,violation
001-95203,violation
001-95205,violation
001-95207,violation
001-95209,violation
001-95211,violation
001-95213,violation
001-95215,violation
001-95217,violation
001-94979,violation
001-94985,violation
001-94993,violation
001-201336,violation
001-201340,violation
001-201339,violation
001-201329,violation
001-201325,violation
001-201091,violation
001-201086,violation
001-201089,violation
001-201139,violation
001-201140,violation
001-201142,violation
001-201093,violation
001-200815,violation
001-200866,violation
001-200844,violation
001-200837,violation
001-200709,violation
001-200713,violation
001-200720,violation
001-102239,violation
001-102102,violation
001-102260,violation
001-102262,violation
001-102264,violation
001-101739,violation
001-102115,violation
001-102376,violation
001-102404,violation
001-102410,violation
001-102518,violation
001-102520,violation
001-102522,violation
001-102524,violation
001-102526,violation
001-102528,violation
001-102408,violation
001-102379,violation
001-102090,violation
001-102109,violation
001-102186,violation
001-102142,violation
001-102133,violation
001-102153,violation
001-102155,violation
001-102157,violation
001-102159,violation
001-102292,violation
001-102294,violation
001-102296,violation
001-101962,violation
001-102223,violation
001-102268,violation
001-102270,violation
001-102272,violation
001-101915,violation
001-101917,violation
001-101950,violation
001-101817,violation
001-101947,violation
001-101967,violation
001-101970,violation
001-102098,violation
001-102104,violation
001-102147,violation
001-102135,violation
001-102137,violation
001-102139,violation
001-101819,violation
001-101823,violation
001-110253,violation
001-110529,violation
001-110531,violation
001-110379,violation
001-110305,violation
001-110450,violation
001-110446,violation
001-110212,violation
001-110263,violation
001-110266,violation
001-110535,violation
001-110537,violation
001-110539,violation
001-110200,violation
001-110202,violation
001-110259,violation
001-110380,violation
001-110184,violation
001-110299,violation
001-110244,violation
001-57615,violation
001-57423,violation
001-57502,violation
001-57611,violation
001-57586,violation
001-57515,violation
001-57500,violation
001-57618,violation
001-70579,violation
001-70581,violation
001-70524,violation
001-70526,violation
001-70528,violation
001-70532,violation
001-70536,violation
001-70538,violation
001-70459,violation
001-70460,violation
001-70462,violation
001-70465,violation
001-70466,violation
001-70356,violation
001-70357,violation
001-70358,violation
001-70359,violation
001-70360,violation
001-70361,violation
001-70362,violation
001-70365,violation
001-70285,violation
001-70287,violation
001-70289,violation
001-70291,violation
001-70132,violation
001-79952,violation
