Itemid,Judgement
001-57592,violation
001-57474,violation
001-173088,violation
001-173101,violation
001-172550,violation
001-172551,violation
001-172543,violation
001-172462,violation
001-172467,violation
001-159796,violation
001-159762,violation
001-159878,violation
001-159756,violation
001-159378,violation
001-159204,violation
001-59061,violation
001-59062,violation
001-58893,violation
001-58842,violation
001-58807,violation
001-148654,violation
001-148624,violation
001-148633,violation
001-148286,violation
001-148293,violation
001-126453,violation
001-126436,violation
001-126360,violation
001-126364,violation
001-126353,violation
001-126347,violation
001-61875,no-violation
001-61796,no-violation
001-57895,no-violation
001-58108,no-violation
001-147610,no-violation
001-158886,no-violation
001-172103,no-violation
001-59126,no-violation
001-60954,no-violation
001-116954,no-violation
001-80333,no-violation
001-192066,no-violation
001-191909,no-violation
001-104653,no-violation
001-113126,no-violation
001-57606,no-violation
001-57537,no-violation
001-57595,no-violation
001-57821,no-violation
001-60169,no-violation
001-60394,no-violation
001-108856,no-violation
001-108629,no-violation
001-84709,no-violation
001-85300,no-violation
001-186137,no-violation
001-68734,no-violation
001-77447,no-violation
001-77659,no-violation
001-81244,no-violation
001-97051,no-violation
001-88746,no-violation
001-112089,no-violation
001-112103,no-violation
001-111841,no-violation
001-103526,no-violation
001-57573,no-violation
001-57597,no-violation
001-57506,no-violation
001-92351,no-violation
001-92359,no-violation
001-84361,no-violation
001-84574,no-violation
001-84367,no-violation
001-109788,no-violation
001-196836,no-violation
001-187391,no-violation
001-187419,no-violation
001-187251,no-violation
001-76677,no-violation
001-59721,no-violation
001-72567,no-violation
001-58209,no-violation
001-58217,no-violation
001-146501,no-violation
001-170653,no-violation
001-170663,no-violation
001-158032,no-violation
001-59367,no-violation
001-57817,no-violation
001-105417,no-violation
001-105336,no-violation
001-105221,no-violation
001-90383,no-violation
001-97979,no-violation
001-75313,no-violation
001-73312,no-violation
001-82496,no-violation
001-58036,no-violation
001-103365,no-violation
001-103319,no-violation
001-103232,no-violation
001-103161,no-violation
001-111179,no-violation
001-111180,no-violation
001-93528,no-violation
001-57594,no-violation
001-57541,no-violation
001-58913,no-violation
001-152781,no-violation
001-152783,no-violation
001-152629,no-violation
001-166963,no-violation
001-166964,no-violation
001-179886,no-violation
001-59460,no-violation
001-59372,no-violation
001-99732,no-violation
001-193250,no-violation
001-91499,no-violation
001-91308,no-violation
001-83478,no-violation
001-58854,no-violation
001-118332,no-violation
001-117629,no-violation
001-57959,no-violation
001-58290,no-violation
001-58081,no-violation
001-67765,no-violation
001-76303,no-violation
001-84279,no-violation
001-194188,no-violation
001-98684,no-violation
001-98688,no-violation
001-107024,no-violation
001-61334,no-violation
001-58751,no-violation
001-174417,no-violation
001-161411,no-violation
001-160826,no-violation
001-119678,no-violation
001-57946,no-violation
001-57774,no-violation
001-114485,no-violation
001-204473,no-violation
001-106202,no-violation
001-157539,no-violation
001-58004,no-violation
001-82173,no-violation
001-79503,no-violation
001-79044,no-violation
001-183344,no-violation
001-86863,no-violation
001-57514,no-violation
001-57450,no-violation
001-72236,no-violation
001-72238,no-violation
001-72239,no-violation
001-72240,no-violation
001-72241,no-violation
001-57886,no-violation
001-89390,no-violation
001-97367,no-violation
001-204838,no-violation
001-204837,no-violation
001-115383,no-violation
001-87175,no-violation
001-95300,no-violation
001-101952,no-violation
001-110272,no-violation
001-110436,no-violation
001-109581,no-violation
001-70463,no-violation
001-164682,no-violation
001-91631,no-violation
001-83824,no-violation
001-83983,no-violation
001-84046,no-violation
001-99224,no-violation
001-67192,no-violation
001-58010,no-violation
001-58075,no-violation
001-120971,no-violation
001-175664,no-violation
001-175846,no-violation
001-59605,no-violation
001-57990,no-violation
001-152693,no-violation
001-150794,no-violation
001-128055,no-violation
001-75535,no-violation
001-58171,no-violation
001-60814,no-violation
001-173801,no-violation
001-160618,no-violation
001-57894,no-violation
001-187540,no-violation
001-82290,no-violation
001-57742,no-violation
001-114102,no-violation
001-97980,no-violation
001-155713,no-violation
001-168816,no-violation
001-110948,no-violation
001-94204,no-violation
001-86678,no-violation
001-79235,no-violation
001-79014,no-violation
001-69424,no-violation
001-140401,no-violation
001-154399,no-violation
001-182227,no-violation
001-57471,no-violation
001-57602,no-violation
001-59873,no-violation
001-163358,no-violation
001-171507,no-violation
001-59100,no-violation
001-57921,no-violation
001-147678,no-violation
001-147679,no-violation
001-147045,no-violation
001-88554,no-violation
001-96446,no-violation
001-112566,no-violation
001-112198,no-violation
001-57857,no-violation
001-71042,no-violation
001-80725,no-violation
001-68153,no-violation
001-77388,no-violation
001-57637,no-violation
001-57721,no-violation
001-57635,no-violation
001-101187,no-violation
001-101177,no-violation
001-100686,no-violation
001-101440,no-violation
001-113432,no-violation
001-104905,no-violation
001-104907,no-violation
001-104925,no-violation
001-104862,no-violation
001-87369,no-violation
001-87638,no-violation
001-57819,no-violation
001-80008,no-violation
001-78159,no-violation
001-77694,no-violation
001-77177,no-violation
001-57678,no-violation
001-100504,no-violation
001-100271,no-violation
001-196374,no-violation
001-93292,no-violation
001-181276,no-violation
001-153768,no-violation
001-176837,no-violation
001-176838,no-violation
001-162676,no-violation
001-162210,no-violation
001-57425,no-violation
001-57538,no-violation
001-57466,no-violation
001-172665,no-violation
001-159782,no-violation
001-60821,no-violation
001-58893,no-violation
001-58043,no-violation
001-148225,no-violation
