Itemid,Judgement
001-172853,violation
001-172854,violation
001-172855,violation
001-172651,violation
001-172656,violation
001-172543,violation
001-159759,violation
001-159758,violation
001-159776,violation
001-159774,violation
001-159777,violation
001-159780,violation
001-159378,violation
001-159199,violation
001-159209,violation
001-159194,violation
001-159204,violation
001-159060,violation
001-60915,violation
001-58905,violation
001-148286,violation
001-148284,violation
001-148291,violation
001-148225,violation
001-148227,violation
001-126449,violation
001-126454,violation
001-126436,violation
001-126354,violation
001-59885,no-violation
001-177074,no-violation
001-140012,no-violation
001-140014,no-violation
001-139995,no-violation
001-140020,no-violation
001-153770,no-violation
001-180846,no-violation
001-57905,no-violation
001-126027,no-violation
001-148076,no-violation
001-58920,no-violation
001-144358,no-violation
001-117210,no-violation
001-80625,no-violation
001-57606,no-violation
001-57674,no-violation
001-198477,no-violation
001-100690,no-violation
001-109077,no-violation
001-108629,no-violation
001-108779,no-violation
001-93166,no-violation
001-68183,no-violation
001-76999,no-violation
001-81114,no-violation
001-72160,no-violation
001-116184,no-violation
001-116333,no-violation
001-116123,no-violation
001-142655,no-violation
001-142737,no-violation
001-58744,no-violation
001-60521,no-violation
001-60448,no-violation
001-111553,no-violation
001-103676,no-violation
001-103526,no-violation
001-101323,no-violation
001-196415,no-violation
001-187475,no-violation
001-76677,no-violation
001-67720,no-violation
001-61635,no-violation
001-61634,no-violation
001-164460,no-violation
001-164197,no-violation
001-163805,no-violation
001-141384,no-violation
001-58209,no-violation
001-58123,no-violation
001-147030,no-violation
001-147040,no-violation
001-121567,no-violation
001-121568,no-violation
001-121569,no-violation
001-121570,no-violation
001-121571,no-violation
001-121572,no-violation
001-121573,no-violation
001-121574,no-violation
001-59206,no-violation
001-113768,no-violation
001-187580,no-violation
001-187601,no-violation
001-73312,no-violation
001-82338,no-violation
001-82243,no-violation
001-58054,no-violation
001-69202,no-violation
001-69216,no-violation
001-78423,no-violation
001-184671,no-violation
001-184524,no-violation
001-103420,no-violation
001-103139,no-violation
001-111429,no-violation
001-138893,no-violation
001-138593,no-violation
001-138779,no-violation
001-152730,no-violation
001-59372,no-violation
001-99909,no-violation
001-91499,no-violation
001-159882,no-violation
001-159807,no-violation
001-159806,no-violation
001-159805,no-violation
001-173266,no-violation
001-118339,no-violation
001-118332,no-violation
001-145233,no-violation
001-145018,no-violation
001-58176,no-violation
001-150653,no-violation
001-127221,no-violation
001-126908,no-violation
001-67765,no-violation
001-76169,no-violation
001-194217,no-violation
001-98684,no-violation
001-98688,no-violation
001-107125,no-violation
001-178698,no-violation
001-59562,no-violation
001-60697,no-violation
001-174642,no-violation
001-174424,no-violation
001-161531,no-violation
001-119676,no-violation
001-89864,no-violation
001-114492,no-violation
001-114652,no-violation
001-114752,no-violation
001-157539,no-violation
001-157530,no-violation
001-170347,no-violation
001-170388,no-violation
001-72631,no-violation
001-79488,no-violation
001-201861,no-violation
001-201754,no-violation
001-201646,no-violation
001-57438,no-violation
001-189351,no-violation
001-72055,no-violation
001-72236,no-violation
001-72238,no-violation
001-72239,no-violation
001-72240,no-violation
001-72241,no-violation
001-81773,no-violation
001-169523,no-violation
001-157325,no-violation
001-57713,no-violation
001-97455,no-violation
001-106976,no-violation
001-106771,no-violation
001-106778,no-violation
001-106587,no-violation
001-114966,no-violation
001-114770,no-violation
001-87428,no-violation
001-86490,no-violation
001-87175,no-violation
001-201330,no-violation
001-201327,no-violation
001-110267,no-violation
001-110249,no-violation
001-178962,no-violation
001-83578,no-violation
001-83828,no-violation
001-107450,no-violation
001-107448,no-violation
001-107183,no-violation
001-99210,no-violation
001-99224,no-violation
001-98815,no-violation
001-67192,no-violation
001-58008,no-violation
001-58408,no-violation
001-148674,no-violation
001-58130,no-violation
001-60673,no-violation
001-162023,no-violation
001-174644,no-violation
001-108157,no-violation
001-90743,no-violation
001-179573,no-violation
001-179568,no-violation
001-179570,no-violation
001-179422,no-violation
001-179232,no-violation
001-152600,no-violation
001-150778,no-violation
001-127616,no-violation
001-127684,no-violation
001-145787,no-violation
001-145789,no-violation
001-145711,no-violation
001-145341,no-violation
001-119382,no-violation
001-58171,no-violation
001-58804,no-violation
001-173779,no-violation
001-161037,no-violation
001-58041,no-violation
001-187919,no-violation
001-98050,no-violation
001-90390,no-violation
001-155820,no-violation
001-155717,no-violation
001-155361,no-violation
001-110942,no-violation
001-110944,no-violation
001-110918,no-violation
001-110902,no-violation
001-110803,no-violation
001-102949,no-violation
001-102953,no-violation
001-102955,no-violation
001-102947,no-violation
001-102957,no-violation
001-102621,no-violation
001-94206,no-violation
001-86255,no-violation
001-69794,no-violation
001-154980,no-violation
001-57455,no-violation
001-57451,no-violation
001-57498,no-violation
001-61703,no-violation
001-163451,no-violation
001-177355,no-violation
001-158146,no-violation
001-122886,no-violation
001-147286,no-violation
001-147037,no-violation
001-96559,no-violation
001-203564,no-violation
001-57826,no-violation
001-142085,no-violation
001-141949,no-violation
001-70931,no-violation
001-68097,no-violation
001-101183,no-violation
001-113328,no-violation
001-113339,no-violation
001-113432,no-violation
001-202705,no-violation
001-104956,no-violation
001-95758,no-violation
001-95578,no-violation
001-57804,no-violation
001-79812,no-violation
001-80025,no-violation
001-70756,no-violation
001-144137,no-violation
001-142842,no-violation
001-142843,no-violation
001-78285,no-violation
001-108590,no-violation
001-108610,no-violation
001-108599,no-violation
001-108665,no-violation
001-100271,no-violation
001-85726,no-violation
001-139903,no-violation
001-139175,no-violation
001-139177,no-violation
001-139180,no-violation
001-60156,no-violation
001-162199,no-violation
001-172665,no-violation
001-159883,no-violation
001-159205,no-violation
001-159207,no-violation
001-60924,no-violation
001-148283,no-violation
